/home/yubin/miniconda3/envs/torch/lib/python3.8/site-packages/torch/optim/lr_scheduler.py:129: UserWarning: Detected call of `lr_scheduler.step()` before `optimizer.step()`. In PyTorch 1.1.0 and later, you should call them in the opposite order: `optimizer.step()` before `lr_scheduler.step()`.  Failure to do this will result in PyTorch skipping the first value of the learning rate schedule. See more details at https://pytorch.org/docs/stable/optim.html#how-to-adjust-learning-rate
Mon May 23 16:15:52 2022
==================================================
classify loss is 0.97680253, angle loss is 0.01907839, iou loss is 1.00521839
Epoch is [7/600], mini-batch is [1/27], time consumption is 0.20867920, batch_loss is 2.17280483
classify loss is 0.97898346, angle loss is 0.00834066, iou loss is 0.88957781
Epoch is [7/600], mini-batch is [2/27], time consumption is 0.20100236, batch_loss is 1.95196784
classify loss is 0.98086327, angle loss is 0.01934871, iou loss is 0.89630634
Epoch is [7/600], mini-batch is [3/27], time consumption is 0.20692015, batch_loss is 2.07065678
classify loss is 0.98656207, angle loss is 0.01680260, iou loss is 0.85258138
Epoch is [7/600], mini-batch is [4/27], time consumption is 0.20295858, batch_loss is 2.00716949
classify loss is 0.98721099, angle loss is 0.01463917, iou loss is 1.28120458
Epoch is [7/600], mini-batch is [5/27], time consumption is 0.20543909, batch_loss is 2.41480732
classify loss is 0.98348796, angle loss is 0.01234721, iou loss is 0.99329340
Epoch is [7/600], mini-batch is [6/27], time consumption is 0.20331025, batch_loss is 2.10025358
classify loss is 0.97017103, angle loss is 0.03006667, iou loss is 1.15024054
Epoch is [7/600], mini-batch is [7/27], time consumption is 0.20081687, batch_loss is 2.42107821
classify loss is 0.97812033, angle loss is 0.00997691, iou loss is 0.99508053
Epoch is [7/600], mini-batch is [8/27], time consumption is 0.20378065, batch_loss is 2.07296991
classify loss is 0.99008328, angle loss is 0.00460902, iou loss is 1.11118484
Epoch is [7/600], mini-batch is [9/27], time consumption is 0.20389724, batch_loss is 2.14735842
classify loss is 0.98061079, angle loss is 0.02751749, iou loss is 0.83108932
Epoch is [7/600], mini-batch is [10/27], time consumption is 0.20236921, batch_loss is 2.08687496
classify loss is 0.97469592, angle loss is 0.01997828, iou loss is 0.94090700
Epoch is [7/600], mini-batch is [11/27], time consumption is 0.20312405, batch_loss is 2.11538577
classify loss is 0.98037636, angle loss is 0.01301719, iou loss is 0.93730688
Epoch is [7/600], mini-batch is [12/27], time consumption is 0.20326972, batch_loss is 2.04785514
classify loss is 0.99180037, angle loss is 0.04842568, iou loss is 0.90859646
Epoch is [7/600], mini-batch is [13/27], time consumption is 0.20535994, batch_loss is 2.38465357
classify loss is 0.98743725, angle loss is 0.05420980, iou loss is 0.83384323
Epoch is [7/600], mini-batch is [14/27], time consumption is 0.20185757, batch_loss is 2.36337852
classify loss is 0.98095500, angle loss is 0.00646009, iou loss is 0.94755805
Epoch is [7/600], mini-batch is [15/27], time consumption is 0.20462871, batch_loss is 1.99311399
classify loss is 0.99021959, angle loss is 0.02775353, iou loss is 0.75748807
Epoch is [7/600], mini-batch is [16/27], time consumption is 0.20435214, batch_loss is 2.02524281
classify loss is 0.98630893, angle loss is 0.00579659, iou loss is 0.85895431
Epoch is [7/600], mini-batch is [17/27], time consumption is 0.20879674, batch_loss is 1.90322912
classify loss is 0.99080384, angle loss is 0.01639799, iou loss is 0.81126612
Epoch is [7/600], mini-batch is [18/27], time consumption is 0.20795250, batch_loss is 1.96604991
classify loss is 0.97579950, angle loss is 0.00512726, iou loss is 0.93095827
Epoch is [7/600], mini-batch is [19/27], time consumption is 0.20116663, batch_loss is 1.95803034
classify loss is 0.98496020, angle loss is 0.00584991, iou loss is 0.92294604
Epoch is [7/600], mini-batch is [20/27], time consumption is 0.20178604, batch_loss is 1.96640539
classify loss is 0.97800392, angle loss is 0.01874004, iou loss is 1.09347677
Epoch is [7/600], mini-batch is [21/27], time consumption is 0.20546865, batch_loss is 2.25888109
classify loss is 0.99091327, angle loss is 0.02294739, iou loss is 0.89054316
Epoch is [7/600], mini-batch is [22/27], time consumption is 0.20096111, batch_loss is 2.11093044
classify loss is 0.98363888, angle loss is 0.01174590, iou loss is 0.93938124
Epoch is [7/600], mini-batch is [23/27], time consumption is 0.20122862, batch_loss is 2.04047918
classify loss is 0.97661608, angle loss is 0.00793044, iou loss is 0.83844155
Epoch is [7/600], mini-batch is [24/27], time consumption is 0.20349193, batch_loss is 1.89436197
classify loss is 0.96583796, angle loss is 0.03349493, iou loss is 0.89987755
Epoch is [7/600], mini-batch is [25/27], time consumption is 0.20196104, batch_loss is 2.20066500
classify loss is 0.99132699, angle loss is 0.00645990, iou loss is 0.81078887
Epoch is [7/600], mini-batch is [26/27], time consumption is 0.19745278, batch_loss is 1.86671495
classify loss is 0.97505128, angle loss is 0.04741266, iou loss is 1.11764503
Epoch is [7/600], mini-batch is [27/27], time consumption is 0.20057225, batch_loss is 2.56682301
epoch_loss is 2.11511635, epoch_time is 20.43715143
Mon May 23 16:16:12 2022
==================================================
classify loss is 0.98408294, angle loss is 0.01004578, iou loss is 0.95074439
Epoch is [8/600], mini-batch is [1/27], time consumption is 0.20987868, batch_loss is 2.03528523
classify loss is 0.98685378, angle loss is 0.00481851, iou loss is 0.85564786
Epoch is [8/600], mini-batch is [2/27], time consumption is 0.20229840, batch_loss is 1.89068675
classify loss is 0.98385274, angle loss is 0.01522148, iou loss is 0.81248635
Epoch is [8/600], mini-batch is [3/27], time consumption is 0.20151019, batch_loss is 1.94855380
classify loss is 0.97929513, angle loss is 0.00824242, iou loss is 1.01479638
Epoch is [8/600], mini-batch is [4/27], time consumption is 0.20184588, batch_loss is 2.07651567
classify loss is 0.98428768, angle loss is 0.01423070, iou loss is 1.15676200
Epoch is [8/600], mini-batch is [5/27], time consumption is 0.20364356, batch_loss is 2.28335667
classify loss is 0.98135543, angle loss is 0.04483012, iou loss is 1.07224727
Epoch is [8/600], mini-batch is [6/27], time consumption is 0.19997120, batch_loss is 2.50190401
classify loss is 0.98745167, angle loss is 0.02997877, iou loss is 1.06008506
Epoch is [8/600], mini-batch is [7/27], time consumption is 0.20504141, batch_loss is 2.34732437
classify loss is 0.96367931, angle loss is 0.01299417, iou loss is 0.98049492
Epoch is [8/600], mini-batch is [8/27], time consumption is 0.20413280, batch_loss is 2.07411575
classify loss is 0.97373998, angle loss is 0.02116075, iou loss is 0.81037897
Epoch is [8/600], mini-batch is [9/27], time consumption is 0.20328259, batch_loss is 1.99572647
classify loss is 0.97986984, angle loss is 0.01927854, iou loss is 0.87320638
Epoch is [8/600], mini-batch is [10/27], time consumption is 0.20512271, batch_loss is 2.04586172
classify loss is 0.97941911, angle loss is 0.00857497, iou loss is 0.91366637
Epoch is [8/600], mini-batch is [11/27], time consumption is 0.20176196, batch_loss is 1.97883511
classify loss is 0.97782606, angle loss is 0.01689793, iou loss is 1.00714266
Epoch is [8/600], mini-batch is [12/27], time consumption is 0.20285797, batch_loss is 2.15394807
classify loss is 0.97725469, angle loss is 0.00444461, iou loss is 1.03602445
Epoch is [8/600], mini-batch is [13/27], time consumption is 0.20070958, batch_loss is 2.05772519
classify loss is 0.97554207, angle loss is 0.00648241, iou loss is 0.98064077
Epoch is [8/600], mini-batch is [14/27], time consumption is 0.20687485, batch_loss is 2.02100706
classify loss is 0.96938384, angle loss is 0.05972740, iou loss is 1.19179010
Epoch is [8/600], mini-batch is [15/27], time consumption is 0.20158648, batch_loss is 2.75844812
classify loss is 0.98122233, angle loss is 0.01619828, iou loss is 0.83076268
Epoch is [8/600], mini-batch is [16/27], time consumption is 0.19990325, batch_loss is 1.97396779
classify loss is 0.98552680, angle loss is 0.02012409, iou loss is 0.91315818
Epoch is [8/600], mini-batch is [17/27], time consumption is 0.20248175, batch_loss is 2.09992599
classify loss is 0.97962832, angle loss is 0.01674218, iou loss is 0.82540596
Epoch is [8/600], mini-batch is [18/27], time consumption is 0.20154738, batch_loss is 1.97245610
classify loss is 0.97711772, angle loss is 0.01401984, iou loss is 1.01863348
Epoch is [8/600], mini-batch is [19/27], time consumption is 0.20484447, batch_loss is 2.13594961
classify loss is 0.99091673, angle loss is 0.00693920, iou loss is 1.15923703
Epoch is [8/600], mini-batch is [20/27], time consumption is 0.20179367, batch_loss is 2.21954584
classify loss is 0.96780604, angle loss is 0.02793396, iou loss is 0.87800747
Epoch is [8/600], mini-batch is [21/27], time consumption is 0.20146847, batch_loss is 2.12515306
classify loss is 0.97072840, angle loss is 0.08287796, iou loss is 0.98909086
Epoch is [8/600], mini-batch is [22/27], time consumption is 0.20246148, batch_loss is 2.78859901
classify loss is 0.99427164, angle loss is 0.00716963, iou loss is 0.95720530
Epoch is [8/600], mini-batch is [23/27], time consumption is 0.20436001, batch_loss is 2.02317333
classify loss is 0.97580534, angle loss is 0.00661271, iou loss is 0.85694355
Epoch is [8/600], mini-batch is [24/27], time consumption is 0.20220160, batch_loss is 1.89887595
classify loss is 0.98659974, angle loss is 0.02401484, iou loss is 1.01833928
Epoch is [8/600], mini-batch is [25/27], time consumption is 0.20252299, batch_loss is 2.24508739
classify loss is 0.97918916, angle loss is 0.00712999, iou loss is 1.00435591
Epoch is [8/600], mini-batch is [26/27], time consumption is 0.19814897, batch_loss is 2.05484486
classify loss is 0.98969030, angle loss is 0.02093488, iou loss is 0.75124174
Epoch is [8/600], mini-batch is [27/27], time consumption is 0.20211220, batch_loss is 1.95028090
epoch_loss is 2.13545014, epoch_time is 19.92798305
Mon May 23 16:16:32 2022
==================================================
classify loss is 0.96826923, angle loss is 0.01037307, iou loss is 1.04892790
Epoch is [9/600], mini-batch is [1/27], time consumption is 0.20958281, batch_loss is 2.12092781
classify loss is 0.97311264, angle loss is 0.02968123, iou loss is 0.90501004
Epoch is [9/600], mini-batch is [2/27], time consumption is 0.20754099, batch_loss is 2.17493510
classify loss is 0.98509502, angle loss is 0.01315612, iou loss is 0.88847768
Epoch is [9/600], mini-batch is [3/27], time consumption is 0.20448732, batch_loss is 2.00513411
classify loss is 0.97212726, angle loss is 0.00682787, iou loss is 0.95430756
Epoch is [9/600], mini-batch is [4/27], time consumption is 0.20128155, batch_loss is 1.99471354
classify loss is 0.97589958, angle loss is 0.02448899, iou loss is 0.90092748
Epoch is [9/600], mini-batch is [5/27], time consumption is 0.20387149, batch_loss is 2.12171698
classify loss is 0.97573119, angle loss is 0.06056669, iou loss is 1.00425792
Epoch is [9/600], mini-batch is [6/27], time consumption is 0.20297909, batch_loss is 2.58565593
classify loss is 0.98383290, angle loss is 0.01808427, iou loss is 0.89011198
Epoch is [9/600], mini-batch is [7/27], time consumption is 0.20641351, batch_loss is 2.05478764
classify loss is 0.98422593, angle loss is 0.01657893, iou loss is 0.90979886
Epoch is [9/600], mini-batch is [8/27], time consumption is 0.20069027, batch_loss is 2.05981398
classify loss is 0.98308730, angle loss is 0.00874803, iou loss is 0.88890469
Epoch is [9/600], mini-batch is [9/27], time consumption is 0.20356846, batch_loss is 1.95947230
classify loss is 0.98822039, angle loss is 0.01119714, iou loss is 1.17470634
Epoch is [9/600], mini-batch is [10/27], time consumption is 0.20249009, batch_loss is 2.27489805
classify loss is 0.96695673, angle loss is 0.01716232, iou loss is 1.04058552
Epoch is [9/600], mini-batch is [11/27], time consumption is 0.20098019, batch_loss is 2.17916536
classify loss is 0.97536457, angle loss is 0.01136891, iou loss is 0.80735141
Epoch is [9/600], mini-batch is [12/27], time consumption is 0.20072460, batch_loss is 1.89640510
classify loss is 0.97885555, angle loss is 0.01092051, iou loss is 0.94330025
Epoch is [9/600], mini-batch is [13/27], time consumption is 0.20178652, batch_loss is 2.03136086
classify loss is 0.99026412, angle loss is 0.00724847, iou loss is 0.81648749
Epoch is [9/600], mini-batch is [14/27], time consumption is 0.20389748, batch_loss is 1.87923622
classify loss is 0.98436558, angle loss is 0.01877658, iou loss is 0.81458372
Epoch is [9/600], mini-batch is [15/27], time consumption is 0.20289445, batch_loss is 1.98671508
classify loss is 0.97556669, angle loss is 0.00688422, iou loss is 1.02479982
Epoch is [9/600], mini-batch is [16/27], time consumption is 0.20704436, batch_loss is 2.06920862
classify loss is 0.98183852, angle loss is 0.02250851, iou loss is 0.98893499
Epoch is [9/600], mini-batch is [17/27], time consumption is 0.20145369, batch_loss is 2.19585872
classify loss is 0.96851218, angle loss is 0.03747901, iou loss is 0.98531890
Epoch is [9/600], mini-batch is [18/27], time consumption is 0.20136404, batch_loss is 2.32862139
classify loss is 0.99142414, angle loss is 0.00835340, iou loss is 0.88088423
Epoch is [9/600], mini-batch is [19/27], time consumption is 0.20549798, batch_loss is 1.95584238
classify loss is 0.97788811, angle loss is 0.04211720, iou loss is 1.01986670
Epoch is [9/600], mini-batch is [20/27], time consumption is 0.20512676, batch_loss is 2.41892672
classify loss is 0.98464930, angle loss is 0.00359629, iou loss is 0.83303583
Epoch is [9/600], mini-batch is [21/27], time consumption is 0.20106053, batch_loss is 1.85364807
classify loss is 0.97571546, angle loss is 0.00868794, iou loss is 0.84150493
Epoch is [9/600], mini-batch is [22/27], time consumption is 0.20510745, batch_loss is 1.90409970
classify loss is 0.97141743, angle loss is 0.01928044, iou loss is 0.99564797
Epoch is [9/600], mini-batch is [23/27], time consumption is 0.20195794, batch_loss is 2.15986967
classify loss is 0.97771895, angle loss is 0.01326222, iou loss is 0.95549977
Epoch is [9/600], mini-batch is [24/27], time consumption is 0.20985937, batch_loss is 2.06584072
classify loss is 0.98630857, angle loss is 0.00844950, iou loss is 1.07300091
Epoch is [9/600], mini-batch is [25/27], time consumption is 0.20294285, batch_loss is 2.14380455
classify loss is 0.97972554, angle loss is 0.00370309, iou loss is 0.86318773
Epoch is [9/600], mini-batch is [26/27], time consumption is 0.20519471, batch_loss is 1.87994421
classify loss is 0.98138887, angle loss is 0.01212785, iou loss is 0.73010629
Epoch is [9/600], mini-batch is [27/27], time consumption is 0.20129800, batch_loss is 1.83277369
epoch_loss is 2.07901394, epoch_time is 20.85919142
Mon May 23 16:16:53 2022
==================================================
classify loss is 0.98776871, angle loss is 0.01324298, iou loss is 0.78425992
Epoch is [10/600], mini-batch is [1/27], time consumption is 0.21233821, batch_loss is 1.90445840
classify loss is 0.97494656, angle loss is 0.00907833, iou loss is 0.78051370
Epoch is [10/600], mini-batch is [2/27], time consumption is 0.20315170, batch_loss is 1.84624362
classify loss is 0.97802401, angle loss is 0.01499817, iou loss is 0.77238238
Epoch is [10/600], mini-batch is [3/27], time consumption is 0.20740604, batch_loss is 1.90038812
classify loss is 0.98058927, angle loss is 0.01203570, iou loss is 0.96951246
